소재지전화	소재지면적	소재지전체주소	도로명전체주소	사업장명	좌표정보(x)	좌표정보(y)
	61.1	경상남도 창원시 마산합포구 서성동 1-4	경상남도 창원시 마산합포구 남성로 74, 1층 (서성동)	S.Y.커피숍	36.589641483862984	126.89290429872607
	49.32	경기도 여주시 교동 437-1	경기도 여주시 교동2길 67, 2동 (교동)	퍼스트커피랩 여주점	35.778892217768345	129.42629302126957
	102.3	서울특별시 용산구 용산동5가 2-29	서울특별시 용산구 한강대로38길 25, 1층 (용산동5가)	브리커피2	35.244223245627154	129.71620785771785
054 430 0703	47.25	경상북도 김천시 율곡동 420	경상북도 김천시 용전1로 63, 1층 101호 (율곡동)	쏘자토스트커피	36.2577302553259	128.02232515567408
031 9768966	52.0	경기도 고양시 일산동구 중산동 1667-6 주은프라자 107호	경기도 고양시 일산동구 고양대로 739, 주은프라자 107호 (중산동)	컴포즈커피 일산산들마을점	35.08797392275399	129.89822543261752
	31.15	경기도 의정부시 민락동 803-1	경기도 의정부시 천보로 14, 민락 송학글래드스톤 앤 그레이스모나코 지상 1층 1029호 (민락동)	해트커피(Hatt coffee)	35.340978378599445	129.98071905127736
	39.48	인천광역시 남동구 논현동 744-3 토브 타워 1층 110호	인천광역시 남동구 앵고개로847번길 50, 토브 타워 1층 110호 (논현동)	차차커피코 인천논현점	35.052807844016186	129.55110263768935
	105.0	제주특별자치도 제주시 삼도일동 518-12	제주특별자치도 제주시 서광로 197-1, 1층 (삼도일동)	커피다	34.8751174589061	124.81629802779989
	98.64	서울특별시 영등포구 대림동 856-8	서울특별시 영등포구 디지털로 407, 지하1층 (대림동)	수커피호프	35.192453350221435	129.67044179980525
	25.0	서울특별시 은평구 갈현동 476-12	서울특별시 은평구 연서로21길 12, 1층 (갈현동)	Boong-o Coffee(붕오커피)	35.19946585846565	129.81902251064466
		대구광역시 달서구 월성동 682 월성 삼정그린코아 에듀파크	대구광역시 달서구 월성로 100, 501동 1층 115호 (월성동, 월성 삼정그린코아 에듀파크)	핸썸커피(handsome coffee)	36.53820480335098	127.6676356820652
	48.47	서울특별시 중구 명동1가 1-3 YWCA연합회	서울특별시 중구 명동길 73, 지하1층 (명동1가)	코코커피(COCO COFFEE)	35.256242591806725	129.75949063733276
	103.42	경기도 안산시 단원구 원곡동 741-19	경기도 안산시 단원구 원곡공원로 8, 1층 (원곡동)	강남커피호프	35.10761455649417	129.47366387256167
	19.8	서울특별시 은평구 응암동 103-1	서울특별시 은평구 응암로 328, 1층 (응암동)	sweet coffee(스위트 커피)	35.20465865128244	129.80132227841193
	287.1	대구광역시 달서구 장기동 557-1	대구광역시 달서구 용산로 64, 1층 (장기동)	파스쿠찌 장기DI점	36.54327273650489	127.68373106413554
063 2320046	175.83	전라북도 전주시 완산구 동서학동 849-56	전라북도 전주시 완산구 황학6길 1, 1층 (동서학동)	커피올드브릭	35.427623446160986	127.61904456897769
	33.1	서울특별시 구로구 구로동 851 한화비즈메트로1차	서울특별시 구로구 디지털로 242, 한화비즈메트로1차 1층 109호 (구로동)	바나프레소 구로비즈메트로점	35.184108918199705	129.65527621179837
	42.12	경기도 용인시 수지구 성복동 162-2 예반 아이엔 프라자	경기도 용인시 수지구 성복2로 100, 예반 아이엔 프라자 1층 104호 (성복동)	커스텀커피 성복점	35.33399428539469	129.45842824732452
	33.65	서울특별시 종로구 창신동 629-3 1층	서울특별시 종로구 창신길 125, 1층 (창신동)	카와 커피 하우스	35.27456442764715	129.77534937726415
	68.6	경상남도 통영시 무전동 1031-5 1층	경상남도 통영시 무전8길 14-7, 1층 (무전동)	커피올곧	36.4736908167768	126.46342152381726
	162.0	광주광역시 북구 매곡동 373-15 아쿠아 씨티 타워 주1 5층	광주광역시 북구 서하로 82, 아쿠아 씨티 타워 주1 5층 502,503호 (매곡동)	아필코아쿠아시티점	35.207947523393884	126.86120629990339
	84.0	부산광역시 강서구 범방동 1887-10	부산광역시 강서구 범방3로60번길 19, 1층 일부 (범방동)	그바보커피(The babo coffee)	36.84463411167168	126.82822955954005
	100.5	서울특별시 송파구 거여동 37-6 굿플란트빌딩	서울특별시 송파구 거마로 4, 굿플란트빌딩 1층 A101호 (거여동)	바나프레소 거여역점	35.3844944588108	129.67723697686853
	12.75	서울특별시 동대문구 답십리동 4-16	서울특별시 동대문구 답십리로60길 107, 1층 (답십리동)	티아트커피로스터스	35.31690279718881	129.76651129394006
	17.0	광주광역시 남구 백운동 604-1	광주광역시 남구 백운로 57-1, 1층 (백운동)	콩하우스	35.22142279444691	126.80175153157712
	90.51	강원특별자치도 춘천시 석사동 755-1	강원특별자치도 춘천시 애막골길 18, 1층 (석사동)	커피브라운	35.852870425297915	130.15154102561394
	96.88	경상북도 경주시 용강동 1716	경상북도 경주시 용황로11길 40, 1층 (용강동)	10 커피하우스(10 coffee house)	37.11216078533711	127.7556365963286
	45.05	경상북도 경주시 성건동 677-111	경상북도 경주시 금성로368번길 31 (성건동)	커피담곰	37.09598789512433	127.71224216538997
	49.58	전라남도 진도군 진도읍 남동리 561	전라남도 진도군 진도읍 남문길 58	남동리 커피	34.685408923999354	126.01264680036972
	34.43	서울특별시 관악구 남현동 1060-11	서울특별시 관악구 과천대로 955, 1층 (남현동)	메가커피 사당역점	35.254626538573014	129.6516357819468
	80.0	서울특별시 관악구 봉천동 1658-19	서울특별시 관악구 남부순환로 1942, 1층 (봉천동)	바나프레소 낙성대역점	35.241262263642064	129.65160873335006
	38.4	경기도 평택시 팽성읍 두리 228-26	경기도 평택시 팽성읍 안정로 201, 1층	줌커피	35.33108397525432	129.0359359234184
		경기도 성남시 중원구 중앙동 338 1층	경기도 성남시 중원구 공원로320번길 5, 1층 (중앙동)	예림커피주	35.392545669383594	129.61538376335022
	29.35	경기도 고양시 일산동구 마두동 737-3 신현대쇼핑타운 지하1층 16,18호	경기도 고양시 일산동구 일산로 207, 신현대쇼핑타운 지하1층 16,18호 (마두동)	제이스커피	35.09738771702761	129.86436197979194
	49.5	서울특별시 관악구 봉천동 1680-30	서울특별시 관악구 남부순환로 1903, 1층 (봉천동)	포트캔커피 낙성대점	35.23847078094869	129.65408651952768
		경기도 군포시 금정동 735 1층 105호	경기도 군포시 당산로 158, 1층 105호 (금정동)	커피운	35.22729949265822	129.5157224347522
	23.0	전라북도 전주시 덕진구 덕진동1가 1263-10	전라북도 전주시 덕진구 명륜3길 11, 1층 일부호 (덕진동1가)	스토커피전북대점	35.40062885834668	127.66126044363017
	234.36	경기도 양주시 옥정동 963-13	경기도 양주시 옥정로 196, 파스텔시티 202-203호 (옥정동)	브런치빈 양주옥정점	35.33275576851183	130.07282115839774
02  20398991	300.49	서울특별시 강남구 논현동 202-7 리스트 강남(List Gangnam)	서울특별시 강남구 봉은사로 125, 지상1층 101호 (논현동, 리스트 강남(List Gangnam))	투썸플레이스 신논현점	35.29065516136074	129.6891763710656
	60.48	전라남도 목포시 산정동 1766 한성골든빌	전라남도 목포시 원산중앙로 10, 한성골든빌 103호 (산정동)	하삼동커피목포북항점	34.78120679304945	126.40311385635465
	162.56	충청북도 청주시 흥덕구 외북동 317	충청북도 청주시 흥덕구 엘지로 23, 104,105호 (외북동)	커피킹덤	35.63779859541381	128.6660382343315
	26.0	경기도 화성시 우정읍 주곡리 161-16	경기도 화성시 우정읍 쌍봉로 651-2, 1층 일부	빈,커피	35.11494307647285	129.22561603185306
	38.0	부산광역시 동래구 안락동 221-4	부산광역시 동래구 온천천로471번길 7, 1층 (안락동)	FOL COFFEE BAR(폴커피바)	37.02614549234744	126.88620668493176
	25.74	광주광역시 서구 쌍촌동 1282 모아제일아파트 1층 상가동 101호	광주광역시 서구 내방로 185, 상가동 1층 101호 (쌍촌동, 모아제일아파트)	콩하우스	35.18530884300926	126.82675381354491
	90.61	서울특별시 성북구 보문동4가 53-1	서울특별시 성북구 고려대로6길 48, 2층 (보문동4가)	언더워터 커피 로스터스	35.28362081342103	129.78388358933782
	9.79	서울특별시 서초구 서초동 1346 현대상가 동쪽단지 1층102호	서울특별시 서초구 효령로72길 2, 현대상가 동쪽단지 1층 102호 (서초동)	서초커피작업실(Seocho 1346)	35.28977512727178	129.66599620802302
		경기도 군포시 산본동 1128-1 동아프라자빌딩 1층 101호	경기도 군포시 산본로323번길 7-1, 동아프라자빌딩 1층 101호 (산본동)	감성커피 산본역점	35.219166722311556	129.508207858609
07089988905	89.06	경기도 군포시 금정동 916 힐스테이트금정역 2층 2011호	경기도 군포시 엘에스로 143, 2층 2011호 (금정동, 힐스테이트 금정역)	바나프레소 AK금정점(에이케이금정점)	35.22834301909646	129.5244889724387
		전라남도 여수시 돌산읍 평사리 1403-5	전라남도 여수시 돌산읍 몰둠벙길 22-9, 1층	힐스마켓앤커피	35.92147355600834	126.26652898367259
	28.4	서울특별시 광진구 구의동 221-64	서울특별시 광진구 아차산로57길 22, 1층 (구의동)	봉명동내커피-광진점	35.338308099692206	129.73206904566624
	66.14	서울특별시 도봉구 방학동 707-6	서울특별시 도봉구 도봉로 684, 방학역 모비우스스퀘어 1층 105-2,106,107-1호 (방학동)	스시선	35.29902006554965	129.884095424562
043 8383338	60.65	충청북도 증평군 증평읍 초중리 600-2 동궁	충청북도 증평군 증평읍 초중2길 51-16	샐러드 앤 커피	35.746619736497024	128.81368606375273
	79.9	강원특별자치도 홍천군 홍천읍 연봉리 471-10	강원특별자치도 홍천군 홍천읍 연봉서로3길 15, 1층	원스커피(one's coffee)	35.96025468483642	129.93135377492683
	138.99	대구광역시 중구 동인동2가 0144-0003 1층	대구광역시 중구 국채보상로 683, 1층 (동인동2가)	커피러셀	36.60322602526245	127.71793789450635
	47.82	경기도 시흥시 장현동 614-3	경기도 시흥시 장현서3길 18-1, 1층 일부호 (장현동)	포트캔커피장현점	35.10961714009697	129.52145203263487
	19.7	경기도 부천시 작동 31-12 1층 일부호	경기도 부천시 삼작로 503, 1층 일부호 (작동)	클라우드커피숍	35.12316346902954	129.69952179711254
02  55292949	339.5	서울특별시 강남구 논현동 97-23 세종빌딩	서울특별시 강남구 언주로 732, 세종빌딩 지상1층,지상2층 (논현동)	투썸플레이스 도산공원사거리점	35.2959816355063	129.7072800547873
	60.82	전라북도 전주시 완산구 중앙동4가 35-3	전라북도 전주시 완산구 전라감영로 48-2, 1층 (중앙동4가)	이샘커피하우스	35.41482880610124	127.6284643045455
		충청남도 당진시 합덕읍 운산리 263-20 백성건강원	충청남도 당진시 합덕읍 합우로 183, 1층	닥터88&침향커피	35.104606776723024	128.83403417328472
	133.86	서울특별시 중구 흥인동 158-6	서울특별시 중구 다산로47길 20, 1층 (흥인동)	트리플 에이 커피 신당점	35.27898314296678	129.7631654246449
	31.5	울산광역시 남구 달동 1345-2	울산광역시 남구 돋질로206번길 21, 1층 (달동)	크로플덕오리아가씨울산점	37.20161279648444	127.32645891978879
	26.98	경상남도 창원시 마산회원구 내서읍 삼계리 507-3 백양세탁	경상남도 창원시 마산회원구 내서읍 삼계본동3길 14, 102호	제이엠티치킨&파닭내서점	36.526081147426964	126.92322896014221
	42.9	인천광역시 계양구 용종동 210-3	인천광역시 계양구 계양문화로 86, 1층 102호 (용종동)	하삼동커피계양구청점	35.05875824371934	129.72151274214136
	27.0	서울특별시 서대문구 홍은동 9-42	서울특별시 서대문구 홍은중앙로 120, 1층 (홍은동)	커피랩	35.22584774893625	129.80314681890147
051 468 1992	44.0	부산광역시 중구 중앙동5가 10-2	부산광역시 중구 중앙대로46번길 2, 1층 (중앙동5가)	루모스커피	36.972174556866236	126.77279064624247
		대전광역시 서구 탄방동 616	대전광역시 서구 계룡로509번길 31, 1층 일부호 (탄방동)	차차커피	35.60117029903072	128.27948280496346
	187.7	서울특별시 서대문구 창천동 377 한빛빌딩	서울특별시 서대문구 연희로2길 62, 한빛빌딩 1층 (창천동)	바람커피 동교	35.20998060878991	129.75159607427716
	35.46	경상남도 양산시 북정동 889-2 , 1층 일부	경상남도 양산시 북정로 10, 1층 일부 (북정동)	바스타커피(양산북정점)	36.97087642959017	127.09378970978058
	26.0	서울특별시 동대문구 장안동 443-7	서울특별시 동대문구 천호대로91길 54, 1층 (장안동)	크로플로(장안점)	35.322936058898065	129.761211018823
052 2759004		울산광역시 남구 삼산동 1525-8 소망빌딩	울산광역시 남구 삼산로 283, 소망빌딩 1층 (삼산동)	할리스울산삼산로점	37.20911230221958	127.32663285072111
	42.9	서울특별시 영등포구 대림동 1021-19	서울특별시 영등포구 디지털로54길 12, 리우빌딩 2층 (대림동)	유유커피호프	35.19130208478526	129.66646924333304
	65.11	서울특별시 용산구 동자동 45 센트레빌아스테리움서울	서울특별시 용산구 한강대로 372, C동 109-1호 (동자동, 센트레빌아스테리움서울)	비비드커피	35.24624840919657	129.74366046760903
	72.76	경기도 성남시 분당구 정자동 136-4 1층	경기도 성남시 분당구 내정로7번길 16-4, 1층 (정자동)	댓이즈커피	35.362756778232075	129.51488178143583
	28.83	부산광역시 중구 동광동5가 20-27	부산광역시 중구 샘길 20, 1층 (동광동5가)	이케이 커피(EK coffee)	36.96923231621258	126.77896575916355
		대구광역시 수성구 파동 138-69 1층,2층	대구광역시 수성구 파동로 149-4, 1층,2층 (파동)	카페보스(파동점)	36.61159252019101	127.6523850345977
	43.29	경기도 시흥시 장곡동 260-21	경기도 시흥시 황고개로 526, 1층 103호 (장곡동)	텐퍼센트커피시흥장곡점	35.10414264690475	129.527468119315
